Group,ImageSet,File,Category,allsubjects_valence_mean,allsubjects_valence_sd,allsubjects_arousal_mean,allsubjects_arousal_sd,allsubjects_craving_mean,allsubjects_craving_sd,allsubjects_typicality_mean,allsubjects_typicality_sd,allsubjects_FractionNeither,allsubjects_FractionMeth,allsubjects_FractionOpioid,allsubjects_FractionBoth,allsubjects_MethToOpioid,injectionusers_valence_mean,injectionusers_valence_sd,injectionusers_arousal_mean,injectionusers_arousal_sd,injectionusers_craving_mean,injectionusers_craving_sd,injectionusers_typicality_mean,injectionusers_typicality_sd,injectionusers_FractionNeither,injectionusers_FractionMeth,injectionusers_FractionOpioid,injectionusers_FractionBoth,injectionusers_MethToOpioid,noninjectionusers_valence_mean,noninjectionusers_valence_sd,noninjectionusers_arousal_mean,noninjectionusers_arousal_sd,noninjectionusers_craving_mean,noninjectionusers_craving_sd,noninjectionusers_typicality_mean,noninjectionusers_typicality_sd,noninjectionusers_FractionNeither,noninjectionusers_FractionMeth,noninjectionusers_FractionOpioid,noninjectionusers_FractionBoth,noninjectionusers_MethToOpioid,hue_mean,hue_sd,saturation_mean,saturation_sd,value_mean,value_sd,p_cravingdelta_injectionVnon,selection_cost,category_number,selected,in_set,IAPS,desc,valsd,arosd,dom1mn,dom1sd,dom2mn,dom2sd,set,rajita_used,possible_option,selection_group
control Slide103.jpeg,control,Slide103.jpeg,control_tool_face,5.04,1.835,2.54,2.06,8.71,17.49,10.82,19.02,0.96429,0.03571,0,0,-0.03571,5.1,1.972,2.71,2.24,10.71,19.79,13.43,21.31,0.95238,0.04762,0,0,-0.04762,4.86,1.464,2,1.41,2.71,3.99,3,4.32,1,0,0,0,0,0.356,0.313,0.127,0.123,0.528,0.222,0.09303,0.764849,6,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide013.jpeg,control,Slide013.jpeg,control_objects,4.79,1.548,2.29,1.98,10.25,22.02,14,25.01,0.92857,0,0.07143,0,0.07143,4.67,1.77,2.05,1.75,5.48,12.9,9.14,14.56,1,0,0,0,0,5.14,0.378,3,2.58,24.57,36.18,28.57,42.17,0.71429,0,0.28571,0,0.28571,0.6,0.134,0.154,0.117,0.402,0.256,0.2167,0.76532,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide029.jpeg,control,Slide029.jpeg,control_objects_hand,4.86,1.627,2.36,2.06,13.43,28.15,15.18,28,0.96429,0,0,0.03571,0,4.9,1.609,2.1,1.73,13,26.66,15.76,27.52,1,0,0,0,0,4.71,1.799,3.14,2.85,14.71,34.57,13.43,31.6,0.85714,0,0,0.1429,0,0.064,0.053,0.219,0.081,0.274,0.206,0.90738,0.773933,2,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opioid Slide001.jpeg,opioid,Slide001.jpeg,opioid,4.68,1.722,4.39,2.75,88.04,14.1,92.14,11.57,0,0,0.92857,0.07143,0.92857,5,1.673,4.76,2.76,88.62,13.97,92.62,11.96,0,0,0.95238,0.04762,0.95238,3.71,1.604,3.29,2.63,86.29,15.49,90.71,11.06,0,0,0.85714,0.1429,0.85714,0.028,0.114,0.013,0.093,0.115,0.275,0.73142,0.797178,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide070.jpeg,control,Slide070.jpeg,control_tool_hand_simple,4.67,1.441,2.89,2.22,12.93,23.2,11.52,21.77,1,0,0,0,0,4.4,1.465,2.8,2.04,11.25,20.12,9.2,17.87,1,0,0,0,0,5.43,1.134,3.14,2.85,17.71,31.85,18.14,31.19,1,0,0,0,0,0.379,0.411,0.123,0.153,0.258,0.264,0.62892,0.828134,4,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide002.jpeg,control,Slide002.jpeg,control_objects,4.96,0.898,2.67,2.13,13.93,23.27,16.11,25.08,0.96296,0,0.03704,0,0.03704,4.9,1.021,2.55,2.01,11.85,20.58,15.25,23.41,1,0,0,0,0,5.14,0.378,3,2.58,19.86,30.82,18.57,31.33,0.85714,0,0.14286,0,0.14286,0.393,0.298,0.09,0.15,0.611,0.175,0.54057,0.84047,1,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide059.jpeg,control,Slide059.jpeg,control_tool,4.7,1.068,2.41,1.89,9.37,17.64,7.81,15.72,1,0,0,0,0,4.6,1.231,2.5,1.91,11.6,19.98,9.75,17.86,1,0,0,0,0,5,0,2.14,1.95,3,4.51,2.29,3.68,1,0,0,0,0,0.096,0.223,0.261,0.351,0.04,0.125,0.08503,0.850137,3,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide011.jpeg,control,Slide011.jpeg,control_objects,4.93,1.654,2.46,1.95,11.29,22.26,12.43,22.28,0.96429,0,0.03571,0,0.03571,4.86,1.905,2.29,1.74,8.43,17.81,9.76,17.92,1,0,0,0,0,5.14,0.378,3,2.58,19.86,32.53,20.43,32.62,0.85714,0,0.14286,0,0.14286,0.043,0.107,0.176,0.251,0.279,0.343,0.40401,0.855266,1,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide058.jpeg,control,Slide058.jpeg,control_tool,4.86,1.649,2.21,1.89,7.39,15.92,14.18,21.12,1,0,0,0,0,5,1.703,2.19,1.94,7.76,17.68,13.67,21.72,1,0,0,0,0,4.43,1.512,2.29,1.89,6.29,9.84,15.71,20.75,1,0,0,0,0,0.363,0.463,0.108,0.163,0.254,0.393,0.78596,0.857549,3,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide072.jpeg,control,Slide072.jpeg,control_tool_hand_simple,4.93,1.269,2.7,2.13,12.78,23.46,15.19,22.85,0.96296,0.03704,0,0,-0.03704,4.9,1.483,2.9,2.2,16,26.55,18.4,25.62,0.95,0.05,0,0,-0.05,5,0,2.14,1.95,3.57,4.47,6,7.21,1,0,0,0,0,0.038,0.112,0.217,0.334,0.133,0.292,0.05659,0.878822,4,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide009.jpeg,control,Slide009.jpeg,control_objects,4.74,0.944,2.67,1.98,16.63,26.4,11.19,17.79,0.96296,0,0,0.03704,0,4.65,1.089,2.65,1.98,13.6,21.73,9.9,17.76,1,0,0,0,0,5,0,2.71,2.14,25.29,37.5,14.86,18.77,0.85714,0,0,0.1429,0,0.131,0.149,0.092,0.123,0.591,0.168,0.45942,0.905106,1,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide084.jpeg,control,Slide084.jpeg,control_tool_hand_simple,4.56,1.368,2.63,2.06,16.41,29.76,15.04,25.44,1,0,0,0,0,4.75,1.209,2.45,1.93,13.7,27.03,16.9,27.72,1,0,0,0,0,4,1.732,3.14,2.48,24.14,37.84,9.71,18.08,1,0,0,0,0,0.052,0.202,0.094,0.188,0.488,0.081,0.5196,0.942084,4,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide001.jpeg,control,Slide001.jpeg,control_objects,5.07,1.412,2.36,2,14.25,22,11.14,20.88,0.89286,0,0.07143,0.03571,0.07143,5.05,1.564,2.05,1.72,11.14,18.58,7.1,15.05,0.90476,0,0.09524,0,0.09524,5.14,0.9,3.29,2.63,23.57,29.88,23.29,31.26,0.85714,0,0,0.1429,0,0.176,0.364,0.053,0.11,0.516,0.1,0.33213,0.947241,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide041.jpeg,control,Slide041.jpeg,control_tool,4.7,1.068,2.44,1.89,11.33,19.24,13.81,20.26,1,0,0,0,0,4.6,1.231,2.45,1.93,11.05,20.12,14.5,21.36,1,0,0,0,0,5,0,2.43,1.9,12.14,17.88,11.86,18.09,1,0,0,0,0,0.092,0.221,0.075,0.192,0.474,0.074,0.89521,0.951165,3,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide067.jpeg,control,Slide067.jpeg,control_tool,4.7,1.068,2.52,1.95,6.96,15.73,7.15,15.77,1,0,0,0,0,4.6,1.231,2.65,1.98,8.35,18.06,8.6,17.99,1,0,0,0,0,5,0,2.14,1.95,3,3.92,3,5.13,1,0,0,0,0,0.015,0.039,0.153,0.281,0.192,0.355,0.22598,0.960498,3,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide080.jpeg,control,Slide080.jpeg,control_tool_hand_simple,5.07,1.562,2.36,2.04,11.11,23.31,13.5,24.35,1,0,0,0,0,5.1,1.814,2.38,2.13,13.24,26.49,16.24,27.43,1,0,0,0,0,5,0,2.29,1.89,4.71,6.55,5.29,7.41,1,0,0,0,0,0.019,0.079,0.092,0.184,0.538,0.106,0.18732,0.971069,4,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide073.jpeg,control,Slide073.jpeg,control_tool_hand_simple,4.89,1.343,2.32,1.81,12.68,19.37,11.57,19.54,0.96429,0.03571,0,0,-0.03571,4.86,1.558,2.29,1.85,12.86,20.43,11.29,20.65,0.95238,0.04762,0,0,-0.04762,5,0,2.43,1.81,12.14,17.26,12.43,17.17,1,0,0,0,0,0.037,0.094,0.16,0.258,0.134,0.244,0.92944,0.971325,4,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide005.jpeg,control,Slide005.jpeg,control_objects,4.61,1.595,1.93,1.54,6.71,15.51,7.54,15.66,1,0,0,0,0,4.62,1.746,1.76,1.45,5.67,14.8,7.05,15.17,1,0,0,0,0,4.57,1.134,2.43,1.81,9.86,18.37,9,18.24,1,0,0,0,0,0.036,0.097,0.083,0.161,0.539,0.142,0.59789,0.974906,1,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide042.jpeg,control,Slide042.jpeg,control_tool,4.96,0.192,2.7,1.96,14.19,21.69,12.56,20.52,1,0,0,0,0,4.95,0.224,2.9,1.97,15.65,23.1,13.4,21.74,1,0,0,0,0,5,0,2.14,1.95,10,17.94,10.14,17.86,1,0,0,0,0,0.099,0.214,0.058,0.156,0.504,0.102,0.51847,0.977981,3,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide047.jpeg,control,Slide047.jpeg,control_tool,4.86,1.779,2.46,1.99,10.07,21.18,12.54,21.92,1,0,0,0,0,4.76,1.895,2.19,1.83,8.67,17.64,9.9,18,1,0,0,0,0,5.14,1.464,3.29,2.36,14.29,30.88,20.43,31.38,1,0,0,0,0,0.069,0.249,0.068,0.201,0.548,0.139,0.66072,0.980489,3,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide014.jpeg,control,Slide014.jpeg,control_objects,5.04,1.503,2.11,1.97,13.86,27.67,10.54,21.89,0.96429,0,0.03571,0,0.03571,4.95,1.687,1.95,1.66,13.71,26.26,9.33,17.69,1,0,0,0,0,5.29,0.756,2.57,2.82,14.29,33.87,14.14,33.05,0.85714,0,0.14286,0,0.14286,0.028,0.071,0.08,0.175,0.543,0.121,0.96844,0.986633,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide069.jpeg,control,Slide069.jpeg,control_tool_hand_simple,4.86,1.627,2.25,1.97,13.86,27.64,10.93,22,1,0,0,0,0,4.71,1.821,2.05,1.72,13.19,26.55,9.38,17.56,1,0,0,0,0,5.29,0.756,2.86,2.67,15.86,32.9,15.57,33.4,1,0,0,0,0,0.022,0.067,0.082,0.166,0.553,0.121,0.85029,0.988417,4,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide039.jpeg,control,Slide039.jpeg,control_tool,4.85,1.35,2.37,1.84,9.63,17.93,10.04,17.91,1,0,0,0,0,4.6,1.231,2.45,1.93,8.5,18.08,8.7,18.02,1,0,0,0,0,5.57,1.512,2.14,1.68,12.86,18.48,13.86,18.4,1,0,0,0,0,0.038,0.085,0.127,0.238,0.166,0.309,0.60069,1.004729,3,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide079.jpeg,control,Slide079.jpeg,control_tool_hand_simple,4.44,1.251,2.44,1.87,8.96,18.58,9.56,18.15,1,0,0,0,0,4.65,1.089,2.55,1.88,10.05,21.17,10.55,20.53,1,0,0,0,0,3.86,1.574,2.14,1.95,5.86,7.82,6.71,8.92,1,0,0,0,0,0.015,0.075,0.075,0.18,0.55,0.14,0.45957,1.00635,4,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide044.jpeg,control,Slide044.jpeg,control_tool,5.15,0.77,2.52,1.95,11.96,19.52,12.19,19.5,1,0,0,0,0,5.2,0.894,2.65,1.98,13.2,21.83,13.55,21.68,1,0,0,0,0,5,0,2.14,1.95,8.43,11.09,8.29,11.64,1,0,0,0,0,0.027,0.062,0.07,0.162,0.566,0.146,0.4665,1.008385,3,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide078.jpeg,control,Slide078.jpeg,control_tool_hand_simple,5.07,0.385,2.3,1.84,10.59,19.45,12.7,20.6,1,0,0,0,0,5.1,0.447,2.5,1.93,12.75,22.07,15.6,23.14,1,0,0,0,0,5,0,1.71,1.5,4.43,6.05,4.43,5.86,1,0,0,0,0,0.016,0.066,0.072,0.168,0.533,0.102,0.13889,1.009729,4,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide051.jpeg,control,Slide051.jpeg,control_tool,5.07,1.562,2.39,1.81,5.89,13.07,7.32,15.45,1,0,0,0,0,5.1,1.814,2.38,1.86,7.1,14.91,9.38,17.41,1,0,0,0,0,5,0,2.43,1.81,2.29,2.87,1.14,2.04,1,0,0,0,0,0.789,0.241,0.124,0.174,0.821,0.118,0.17368,1.021738,3,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide088.jpeg,control,Slide088.jpeg,control_tool_hand_simple,4.74,0.944,2.44,1.87,8.85,17.64,9.78,17.65,1,0,0,0,0,4.65,1.089,2.5,1.91,8.85,17.87,9.75,17.92,1,0,0,0,0,5,0,2.29,1.89,8.86,18.36,9.86,18.26,1,0,0,0,0,0.507,0.236,0.056,0.108,0.859,0.099,0.99931,1.031466,4,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide085.jpeg,control,Slide085.jpeg,control_tool_hand_simple,4.64,1.545,2.39,1.87,6.79,15.44,7.71,15.23,1,0,0,0,0,4.52,1.778,2.1,1.73,5.52,14.81,7.05,14.6,1,0,0,0,0,5,0,3.29,2.14,10.57,17.87,9.71,18.08,1,0,0,0,0,0.042,0.156,0.045,0.134,0.512,0.098,0.51729,1.040333,4,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide082.jpeg,control,Slide082.jpeg,control_tool_hand_simple,4.82,1.634,2.14,1.8,8.64,16.63,10.04,18.04,0.96429,0,0,0.03571,0,4.76,1.895,2.05,1.83,6.29,14.95,8,16.09,1,0,0,0,0,5,0,2.43,1.81,15.71,20.55,16.14,23.33,0.85714,0,0,0.1429,0,0.014,0.072,0.054,0.143,0.542,0.13,0.29464,1.045676,4,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide083.jpeg,control,Slide083.jpeg,control_tool_hand_simple,4.85,1.35,2.56,1.93,7.85,16.21,11.26,19.27,1,0,0,0,0,4.8,1.576,2.7,1.95,8.55,18.02,11.15,20.07,1,0,0,0,0,5,0,2.14,1.95,5.86,10.17,11.57,18.27,1,0,0,0,0,0.038,0.169,0.043,0.146,0.5,0.146,0.63427,1.046893,4,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide006.jpeg,control,Slide006.jpeg,control_objects,4.96,1.753,2.11,1.91,12.96,27.4,12.11,22.68,0.96429,0,0,0.03571,0,4.81,1.914,1.81,1.6,9.95,25.23,8.52,17.68,1,0,0,0,0,5.43,1.134,3,2.58,22,33.62,22.86,33.05,0.85714,0,0,0.1429,0,0.038,0.078,0.041,0.094,0.525,0.116,0.40858,1.05135,1,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide066.jpeg,control,Slide066.jpeg,control_tool,4.79,1.572,2.14,1.72,5.57,13.07,6.46,13.74,1,0,0,0,0,4.71,1.821,2.24,1.81,6.71,14.91,7.95,15.62,1,0,0,0,0,5,0,1.86,1.46,2.14,3.13,2,2.38,1,0,0,0,0,0.1,0.247,0.009,0.029,0.542,0.103,0.19906,1.073845,3,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide086.jpeg,control,Slide086.jpeg,control_tool_hand_simple,4.93,1.386,2.29,1.9,13.68,25.41,16.64,25.77,1,0,0,0,0,4.9,1.609,2.14,1.85,14.9,27.73,16.52,27.23,1,0,0,0,0,5,0,2.71,2.14,10,17.94,17,22.75,1,0,0,0,0,0.03,0.139,0.032,0.089,0.541,0.129,0.59666,1.075605,4,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide071.jpeg,control,Slide071.jpeg,control_tool_hand_simple,4.85,0.77,2.56,1.93,10.26,19.39,11.11,19.26,1,0,0,0,0,4.8,0.894,2.65,1.98,10.8,20.17,11.15,20.09,1,0,0,0,0,5,0,2.29,1.89,8.71,18.33,11,18.14,1,0,0,0,0,0.016,0.064,0.105,0.208,0.138,0.26,0.80525,1.079525,4,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide081.jpeg,control,Slide081.jpeg,control_tool_hand_simple,4.96,1.453,2.25,1.88,12.11,20.28,13.21,20.08,1,0,0,0,0,4.81,1.537,2.29,1.9,10.57,19.68,12,19.53,1,0,0,0,0,5.43,1.134,2.14,1.95,16.71,22.95,16.86,22.87,1,0,0,0,0,0.061,0.17,0.088,0.179,0.101,0.228,0.54117,1.105866,4,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide075.jpeg,control,Slide075.jpeg,control_tool_hand_simple,4.61,1.75,2.21,1.95,7.43,18.67,9.57,19.52,0.96429,0,0,0.03571,0,4.48,1.834,1.86,1.59,5.24,14.9,8.05,15.46,1,0,0,0,0,5,1.528,3.29,2.63,14,27.59,14.14,29.75,0.85714,0,0,0.1429,0,0.029,0.106,0.062,0.137,0.174,0.321,0.44808,1.123761,4,TRUE,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide016.jpeg,control,Slide016.jpeg,control_objects,5.15,0.949,2.93,2.02,12.37,21.58,10.04,19.8,0.96296,0.03704,0,0,-0.03704,5.1,1.021,2.6,1.88,11.7,20.08,8.85,17.94,1,0,0,0,0,5.29,0.756,3.86,2.27,14.29,27.1,13.43,25.71,0.85714,0.14286,0,0,-0.14286,0.014,0.067,0.099,0.274,0.062,0.201,0.82269,1.152641,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide015.jpeg,control,Slide015.jpeg,control_objects,4.74,1.095,2.48,1.87,12.78,24.83,9.67,17.58,1,0,0,0,0,4.65,1.268,2.45,1.93,13.25,27.26,9.1,17.89,1,0,0,0,0,5,0,2.57,1.81,11.43,17.78,11.29,17.9,1,0,0,0,0,0,0,0,0,0.527,0.197,0.84337,1.160729,1,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide004.jpeg,control,Slide004.jpeg,control_objects,4.59,1.185,2.37,1.98,7.78,15.8,8.48,16.11,1,0,0,0,0,4.6,1.231,2.25,1.86,8.9,17.93,9.65,18.04,1,0,0,0,0,4.57,1.134,2.71,2.43,4.57,6.88,5.14,8.76,1,0,0,0,0,0,0.002,0,0,0.544,0.219,0.37375,1.161936,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
control Slide012.jpeg,control,Slide012.jpeg,control_objects,5.25,1.818,2.39,1.77,15.46,29.28,9.43,17.38,1,0,0,0,0,5.43,2.039,2.38,1.8,10.95,25.2,6.95,14.95,1,0,0,0,0,4.71,0.756,2.43,1.81,29,38.17,16.86,23,1,0,0,0,0,0.059,0.16,0.008,0.061,0.234,0.358,0.27683,1.171101,1,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,stress,1050.jpg,NA,3.46,NA,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488,0.304,0.869,0.225,0.158,0.228,NA,NA,0,NA,4,1050,Snake,2.15,1.68,3.08,1.93,.,.,6,TRUE,FALSE,RajitaUsed
NA,stress,1201.jpg,NA,3.55,NA,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.149,0.161,0.213,0.564,0.367,NA,NA,0,NA,4,1201,Spider,1.88,2.11,3.87,2.3,3.63,2.27,7,TRUE,FALSE,RajitaUsed
NA,stress,1271.jpg,NA,3.19,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179,0.183,0.435,0.244,0.599,0.269,NA,NA,0,NA,1,1271,Roaches,1.64,2.44,4.20,2.13,.,.,19,TRUE,FALSE,RajitaUsed
NA,stress,1274.jpg,NA,3.17,NA,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,0.128,0.497,0.181,0.562,0.224,NA,NA,0,NA,4,1274,Roaches,1.53,2.39,5.03,2.38,.,.,5,TRUE,FALSE,RajitaUsed
NA,stress,1525.jpg,NA,3.09,NA,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214,0.239,0.295,0.311,0.096,0.137,NA,NA,0,NA,3,1525,AttackDog,1.72,2.25,.,.,3.15,2.2,13,TRUE,FALSE,RajitaUsed
NA,stress,2053.jpg,NA,2.47,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,0.147,0.608,0.207,0.657,0.286,NA,NA,0,NA,2,2053,Baby,1.87,2.46,3.56,2,.,.,8,FALSE,TRUE,NewlySelected
NA,stress,2095.jpg,NA,1.79,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,0.127,0.438,0.405,0.225,0.253,NA,NA,0,NA,1,2095,Toddler,1.18,2.34,.,.,3.7,2.28,14,TRUE,FALSE,RajitaUsed
NA,stress,2141.jpg,NA,2.44,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173,0.13,0.243,0.263,0.667,0.415,NA,NA,0,NA,1,2141,GrievingFem,1.64,2.03,3.92,2.14,.,.,11,TRUE,FALSE,RajitaUsed
NA,stress,2205.jpg,NA,1.95,NA,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,0.342,0.667,0.316,0.36,0.324,NA,NA,0,NA,3,2205,Hospital,1.58,2.23,3.22,2.13,.,.,6,TRUE,FALSE,RajitaUsed
NA,stress,2276.jpg,NA,2.67,NA,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,0.135,0.37,0.426,0.184,0.313,NA,NA,0,NA,3,2276,Girl,1.66,1.93,4.40,1.95,.,.,12,FALSE,TRUE,NewlySelected
NA,stress,2301.jpg,NA,2.78,NA,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185,0.235,0.38,0.189,0.558,0.224,NA,NA,0,NA,1,2301,KidCry,1.38,1.96,4.13,1.89,.,.,17,FALSE,TRUE,NewlySelected
NA,stress,2375.1.jpg,NA,2.2,NA,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229,0.313,0.209,0.25,0.235,0.302,NA,NA,0,NA,2,2375.1,Woman,1.31,2.21,.,.,3.75,2.28,14,TRUE,FALSE,RajitaUsed
NA,stress,2703.jpg,NA,1.91,NA,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357,0.41,0.548,0.236,0.445,0.298,NA,NA,0,NA,1,2703,SadChildren,1.26,2.25,.,.,3.15,1.95,16,TRUE,FALSE,RajitaUsed
NA,stress,2730.jpg,NA,2.45,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265,0.41,0.6,0.262,0.486,0.282,NA,NA,0,NA,2,2730,NativeBoy,2.25,2.21,3.94,2.55,.,.,4,FALSE,TRUE,NewlySelected
NA,stress,2800.jpg,NA,1.78,NA,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,0.137,0.485,0.276,0.456,0.184,NA,NA,0,NA,3,2800,SadChild,1.14,2.11,3.40,2.32,.,.,4,FALSE,TRUE,NewlySelected
NA,stress,2900.jpg,NA,2.45,NA,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353,0.398,0.674,0.303,0.414,0.329,NA,NA,0,NA,1,2900,CryingBoy,1.42,2.15,3.64,1.7,.,.,5,FALSE,TRUE,NewlySelected
